Date,Open,High,Low,Close,Adj Close,Volume
2016-01-27,520.0,544.0,520.0,535.2000122070312,481.2938232421875,2718
2016-01-28,538.9500122070312,538.9500122070312,520.0,520.0,467.62469482421875,30
2016-01-29,555.0,555.0,480.0,510.1499938964844,458.7668151855469,485
2016-02-01,501.0,544.0,501.0,539.5999755859375,485.25067138671875,400
2016-02-02,544.0,544.0,508.5,532.9000244140625,479.2254638671875,174
2016-02-03,543.0,543.0,530.0,537.5,483.36212158203125,2512
2016-02-04,544.0,544.0,539.9500122070312,539.9500122070312,485.5653991699219,30
2016-02-05,539.9500122070312,539.9500122070312,539.9500122070312,539.9500122070312,485.5653991699219,0
2016-02-08,500.0,554.0,451.54998779296875,526.4500122070312,473.4251403808594,3247
2016-02-09,545.0,545.0,514.25,528.1500244140625,474.9539794921875,1086
2016-02-10,505.0,518.0,495.25,512.2000122070312,460.61041259765625,6638
2016-02-11,490.20001220703125,514.9500122070312,434.54998779296875,477.04998779296875,429.0007629394531,6481
2016-02-12,504.0,504.0,451.0,465.0,418.1644592285156,284
2016-02-15,465.1000061035156,520.0,411.0,463.0,416.36590576171875,2474
2016-02-16,451.0,451.0,440.0,440.0,395.68255615234375,91
2016-02-17,440.0,440.0,440.0,440.0,395.68255615234375,0
2016-02-18,459.0,486.8999938964844,423.0,429.20001220703125,385.9703369140625,11917
2016-02-19,430.0,450.0,419.0,426.8999938964844,383.9019470214844,458
2016-02-22,421.0,430.0,415.0,426.25,383.3174133300781,294
2016-02-23,422.0,422.0,409.0,409.1000061035156,367.8948059082031,395
2016-02-24,412.5,412.5,390.6000061035156,395.54998779296875,355.7095947265625,1538
2016-02-25,400.0,427.0,393.0,400.0,359.7113342285156,955
2016-02-26,397.0,400.0,374.8999938964844,400.0,359.7113342285156,1671
2016-02-29,406.0,417.95001220703125,395.0,395.0,355.21502685546875,315
2016-03-01,430.6000061035156,430.6000061035156,393.5,398.3999938964844,358.2725830078125,1479
2016-03-02,400.0,420.0,391.5,396.0,356.1142578125,3860
2016-03-03,400.0,415.8500061035156,395.0,402.0,361.50994873046875,5468
2016-03-04,401.0,426.0,400.0,412.0,370.5028076171875,1414
2016-03-08,413.0,440.04998779296875,410.0,437.29998779296875,393.2544860839844,2303
2016-03-09,420.1000061035156,425.0,410.0,425.0,382.19329833984375,502
2016-03-10,428.0,445.0,420.0,439.20001220703125,394.9631652832031,2815
2016-03-11,444.0,444.0,432.0,443.20001220703125,398.56024169921875,2345
2016-03-14,444.0,446.5,440.0,441.0,396.5818176269531,356
2016-03-15,440.0,440.0,423.0,425.6000061035156,382.73297119140625,218
2016-03-16,430.0,447.0,420.0,446.5,401.52783203125,1720
2016-03-17,443.0,453.0,427.0,449.0,403.7760009765625,1683
2016-03-18,459.0,470.8999938964844,459.0,469.95001220703125,422.6159362792969,1043
2016-03-21,475.0,489.0,475.0,484.6000061035156,435.79034423828125,117
2016-03-22,515.0,581.0,469.95001220703125,482.6499938964844,434.0367431640625,8122
