Date,Open,High,Low,Close,Adj Close,Volume
2023-12-28,720.0,727.0,670.0,677.5,677.5,15106934
2023-12-29,685.5,714.4000244140625,684.0499877929688,692.0499877929688,692.0499877929688,3447128
2024-01-01,696.75,702.0,680.0,683.3499755859375,683.3499755859375,762525
2024-01-02,683.5,693.6500244140625,675.0,676.0999755859375,676.0999755859375,787783
2024-01-03,676.9500122070312,682.0,665.2000122070312,666.7999877929688,666.7999877929688,558334
2024-01-04,665.0,673.5999755859375,660.0,661.0999755859375,661.0999755859375,436763
2024-01-05,664.6500244140625,674.8499755859375,657.25,661.7000122070312,661.7000122070312,542662
2024-01-08,662.0,669.0,648.4000244140625,659.4500122070312,659.4500122070312,541995
2024-01-09,664.0,672.0,658.2999877929688,667.2000122070312,667.2000122070312,581493
2024-01-10,667.2000122070312,675.9000244140625,663.4000244140625,673.5999755859375,673.5999755859375,399548
2024-01-11,675.0,677.4000244140625,666.2000122070312,669.7999877929688,669.7999877929688,275412
2024-01-12,689.75,706.0499877929688,684.7000122070312,689.7999877929688,689.7999877929688,1071933
2024-01-15,689.7999877929688,689.7999877929688,689.7999877929688,689.7999877929688,689.7999877929688,0
2024-01-16,686.0,686.0,664.6500244140625,669.5999755859375,669.5999755859375,249283
2024-01-17,667.0,674.0499877929688,642.4000244140625,659.1500244140625,659.1500244140625,269257
2024-01-18,657.1500244140625,668.6500244140625,643.3499755859375,665.2999877929688,665.2999877929688,286285
2024-01-19,670.0,678.0999755859375,666.6500244140625,670.0499877929688,670.0499877929688,148856
2024-01-23,680.0,687.75,665.0,670.5499877929688,670.5499877929688,327607
2024-01-24,679.5,683.0,669.0,670.8499755859375,670.8499755859375,245282
2024-01-25,677.0,682.0,672.0,676.1500244140625,676.1500244140625,140295
2024-01-29,683.6500244140625,745.9000244140625,681.0499877929688,711.9500122070312,711.9500122070312,3152212
2024-01-30,723.2999877929688,854.2999877929688,717.6500244140625,854.2999877929688,854.2999877929688,5226821
2024-01-31,919.0,1013.4000244140625,892.2999877929688,961.25,961.25,8395202
2024-02-01,955.0,981.5499877929688,925.0,943.4000244140625,943.4000244140625,1303874
2024-02-02,952.0,969.0,936.5499877929688,945.4000244140625,945.4000244140625,476628
2024-02-05,945.7000122070312,953.4500122070312,900.0,932.2000122070312,932.2000122070312,536826
2024-02-06,932.0,936.4500122070312,892.0,898.4000244140625,898.4000244140625,426753
2024-02-07,955.0,988.2000122070312,940.0,988.2000122070312,988.2000122070312,1099485
2024-02-08,1010.0,1045.0,970.0499877929688,991.5,991.5,1111615
2024-02-09,1012.0,1014.0,940.7000122070312,970.25,970.25,394246
2024-02-12,978.6500244140625,994.7000122070312,930.5999755859375,958.8499755859375,958.8499755859375,292026
2024-02-13,960.0,989.9500122070312,899.9000244140625,979.6500244140625,979.6500244140625,394676
2024-02-14,963.9500122070312,1020.0,934.75,1015.3499755859375,1015.3499755859375,392419
2024-02-15,1029.6500244140625,1100.0,1027.8499755859375,1071.5,1071.5,682435
2024-02-16,1077.0,1144.0,1075.0,1113.4000244140625,1113.4000244140625,588802
2024-02-19,1123.0,1224.699951171875,1116.3499755859375,1224.699951171875,1224.699951171875,494030
2024-02-20,1269.0,1285.9000244140625,1209.0,1216.25,1216.25,786530
2024-02-21,1228.6500244140625,1228.6500244140625,1155.449951171875,1158.449951171875,1158.449951171875,368876
2024-02-22,1179.800048828125,1216.3499755859375,1116.050048828125,1216.3499755859375,1216.3499755859375,514314
2024-02-23,1239.8499755859375,1248.300048828125,1195.050048828125,1203.6500244140625,1203.6500244140625,277247
2024-02-26,1215.0,1219.0,1180.75,1186.550048828125,1186.550048828125,152337
